,phrase,label,sentiment,subjectivity,language,count
Jonas Piontek,Jonas Piontek,PER,0.0,0.0,de,1
Kamila Andinis,Kamila Andinis,PER,0.7,0.0,de,1
Narendra Modi,Narendra Modi,PER,0.0,0.0,de,1
Daniel Priestley,Daniel Priestley,PER,0.0,0.0,de,1
jüngeren Horrorfilmfans,jüngeren Horrorfilmfans,PER,-0.7,0.0,de,1
Chris Benchetlers,Chris Benchetlers,PER,0.0,0.0,de,1
Chris Benchetler,Chris Benchetler,PER,0.0,0.0,de,1
Unblock Cuba,Unblock Cuba,PER,0.0,0.0,de,1
Cristian Benavides,Cristian Benavides,PER,0.0,0.0,de,1
Freddie Mac,Freddie Mac,PER,0.0,0.0,de,1
Mario Bavas Gothic-Meisterwerk,Mario Bavas Gothic-Meisterwerk,PER,0.0,0.0,de,1
Andrew Mountbatten Windsor,Andrew Mountbatten Windsor,PER,0.7,0.0,de,1
Co-CEO von Nuro,Co-CEO von Nuro,PER,0.85,0.0,de,1
Durchzug von Melissa,Durchzug von Melissa,PER,0.0,0.0,de,1
Tuin Khola,Tuin Khola,PER,0.0,0.0,de,1
Ishwar Chhetri,Ishwar Chhetri,PER,0.0,0.0,de,1
Wladimir Putin,Wladimir Putin,PER,-0.625,0.0,de,1
Dana Morris Dixon,Dana Morris Dixon,PER,0.0,0.0,de,1
Dave Ferguson,Dave Ferguson,PER,0.85,0.0,de,1
António Guterres,António Guterres,PER,0.0,0.0,de,1
Karsten Brandt,Karsten Brandt,PER,0.0,0.0,de,1
Galaxies Showcase,Galaxies Showcase,PER,0.7,0.0,de,1
Helmut Feitzlmayr,Helmut Feitzlmayr,PER,0.7,0.0,de,1
Jayden Daniels,Jayden Daniels,PER,0.0,0.0,de,1
Durga Puja,Durga Puja,PER,0.5,0.0,de,1
NBCs Sam B,NBCs Sam B,PER,0.0,0.0,de,1
herabsprudelndes Wasser,herabsprudelndes Wasser,PER,0.0,0.0,de,1
Vize-Zivilschutzleiter Rafaelito Alejandro,Vize-Zivilschutzleiter Rafaelito Alejandro,PER,0.0,0.0,de,1
Zeile auseinandernahm,Zeile auseinandernahm,PER,0.0,0.0,de,1
Rafaelito Alejandro,Rafaelito Alejandro,PER,0.0,0.0,de,1
Mike Le Roux,Mike Le Roux,PER,-0.7,0.0,de,1
Felipe Cabague,Felipe Cabague,PER,0.7,0.0,de,1
Tom Hanson,Tom Hanson,PER,0.0,0.0,de,1
Zoe Mintz,Zoe Mintz,PER,0.0,0.0,de,1
Jeep Wrangler,Jeep Wrangler,PER,0.0,0.0,de,1
Highland Autoplex,Highland Autoplex,PER,0.0,0.0,de,1
Birch Lane,Birch Lane,PER,0.0,0.0,de,1
Taylor Swifts,Taylor Swifts,PER,0.0,0.0,de,1
Dominik Siegrist,Dominik Siegrist,PER,1.0,0.0,de,1
Franz Waldenberger,Franz Waldenberger,PER,0.7,0.0,de,1
Christian Pulisic von Mailands,Christian Pulisic von Mailands,PER,-1.0,0.0,de,1
Lance Richardsons,Lance Richardsons,PER,0.0,0.0,de,1
Jerry Graphics,Jerry Graphics,PER,0.0,0.0,de,1
Filmstar Diane Keaton,Filmstar Diane Keaton,PER,0.0,0.0,de,1
Masterplan Wasser,Masterplan Wasser,PER,0.0,0.0,de,1
Friedhart Knolle,Friedhart Knolle,PER,0.0,0.0,de,1
Banarsi LalJedes Jahr,Banarsi LalJedes Jahr,PER,-1.0,0.0,de,1
Risikos von Naturkatastrophen,Risikos von Naturkatastrophen,PER,-1.0,0.0,de,1
La Niña,La Niña,PER,0.0,0.0,de,1
Claudia Sheinbaum,Claudia Sheinbaum,PER,0.0,0.0,de,1
Chinas Automobildominanz,Chinas Automobildominanz,PER,0.0,0.0,de,1
Chemiekonzerns Bayer,Chemiekonzerns Bayer,PER,0.0,0.0,de,1
Karl Bär,Karl Bär,PER,0.0,0.0,de,1
Trumps Anhängerschaft,Trumps Anhängerschaft,PER,0.7,0.0,de,1
Forstminister Raja,Forstminister Raja,PER,0.7,0.0,de,1
Peter Matthiessen,Peter Matthiessen,PER,0.0,0.0,de,1
Maggie Doherty,Maggie Doherty,PER,0.0,0.0,de,1
Phoenix hart,Phoenix hart,PER,0.7,0.0,de,1
Indileni Daniel,Indileni Daniel,PER,0.0,0.0,de,1
Nebel klart,Nebel klart,PER,-0.7,0.0,de,1
Ingo Nathusius,Ingo Nathusius,PER,0.0,0.0,de,1
Dreames Antwort,Dreames Antwort,PER,0.0,0.0,de,1
Antonia Bornas,Antonia Bornas,PER,0.0,0.0,de,1
Muhammad Wafid,Muhammad Wafid,PER,0.7,0.0,de,1
Ron Swanson,Ron Swanson,PER,-0.7,0.0,de,1
Harry Kane,Harry Kane,PER,0.0,0.0,de,1
Sturm „Bualoi“,Sturm „Bualoi“,PER,0.0,0.0,de,1
"Sturm ""Bualoi"" Hanoi","Sturm ""Bualoi"" Hanoi",PER,-0.7,0.0,de,1
kohlenstoffarme Häuser,kohlenstoffarme Häuser,PER,1.0,0.0,de,1
Asus ROG Xbox Ally,Asus ROG Xbox Ally,PER,0.0,0.0,de,1
Andy Weyman,Andy Weyman,PER,1.0,0.0,de,1
Moulds Nineties-Band,Moulds Nineties-Band,PER,0.5,0.0,de,1
Indiens Regenwassernutzungsmarkt,Indiens Regenwassernutzungsmarkt,PER,0.0,0.0,de,1
Jal Shakti Abhiyan,Jal Shakti Abhiyan,PER,0.0,0.0,de,1
Schweregrads von Softwarefehlern,Schweregrads von Softwarefehlern,PER,1.0,0.0,de,1
Carl Melford,Carl Melford,PER,0.0,0.0,de,1
Wim van den Heever,Wim van den Heever,PER,-0.7,0.0,de,1
Jeremy Friesens,Jeremy Friesens,PER,0.0,0.0,de,1
Nilakshika De Silvas,Nilakshika De Silvas,PER,-1.0,0.0,de,1
Europas Wohlstand,Europas Wohlstand,PER,-1.0,0.0,de,1
Erdbeben-App MyShake,Erdbeben-App MyShake,PER,0.0,0.0,de,1
Brad Rippey,Brad Rippey,PER,0.7,0.0,de,1
"Taifun ""Bualoi","Taifun ""Bualoi",PER,0.0,0.0,de,1
Bo Byrams Schlittschuh,Bo Byrams Schlittschuh,PER,-1.0,0.0,de,1
Brock Nelson,Brock Nelson,PER,0.0,1.0,de,1
rekordhohe Temperaturen,rekordhohe Temperaturen,PER,0.0,0.0,de,1
Max Walker-Silvermans,Max Walker-Silvermans,PER,0.9,0.0,de,1
Kylian Mbappé,Kylian Mbappé,PER,1.0,0.0,de,1
Javier Fernandez Perez,Javier Fernandez Perez,PER,-0.15000000000000002,0.0,de,1
Stephen Baldwin,Stephen Baldwin,PER,0.0,0.0,de,1
Julius Cäsars,Julius Cäsars,PER,0.0,0.0,de,1
Bipin Joshis Leiche,Bipin Joshis Leiche,PER,0.0,0.0,de,1
Cira Gonzalez,Cira Gonzalez,PER,-0.85,0.0,de,1
Kylian Mbappe,Kylian Mbappe,PER,1.0,0.0,de,1
Jay Jones,Jay Jones,PER,0.2333333333333333,0.0,de,1
Charlie Young,Charlie Young,PER,0.0,0.0,de,1
Geert Wilders,Geert Wilders,PER,0.0,0.0,de,1
Ministerpräsidentin Mamata Bane,Ministerpräsidentin Mamata Bane,PER,0.0,0.0,de,1
Bruno Guimaraes,Bruno Guimaraes,PER,0.0,0.0,de,1
Gill Passage,Gill Passage,PER,0.0,0.0,de,1
Michael Burgess,Michael Burgess,PER,0.7,0.0,de,1
Mexikos Vulkan Popocatépetl,Mexikos Vulkan Popocatépetl,PER,0.0,0.0,de,1
Jaime Maussan,Jaime Maussan,PER,-1.0,0.0,de,1
Tom Massey,Tom Massey,PER,0.7,0.0,de,1
Harmony Grove,Harmony Grove,PER,0.0,0.0,de,1
Khagen Murmu,Khagen Murmu,PER,0.0,0.0,de,1
Duca di Salaparutas Vajasindi-Anwesen,Duca di Salaparutas Vajasindi-Anwesen,PER,0.0,0.0,de,1
Negeri Sembilan,Negeri Sembilan,PER,0.0,0.0,de,1
Namibias meistbesuchtes Wildreservat,Namibias meistbesuchtes Wildreservat,PER,0.0,0.0,de,1
Wakayama Ume,Wakayama Ume,PER,0.7,0.0,de,1
James Lowe,James Lowe,PER,0.0,0.0,de,1
Welle von Zombiebränden,Welle von Zombiebränden,PER,0.0,0.0,de,1
Pete Green,Pete Green,PER,-0.7,0.0,de,1
Nick Woltemade,Nick Woltemade,PER,0.0,0.0,de,1
"Sturmtief ""Detlef","Sturmtief ""Detlef",PER,0.0,0.0,de,1
Hurrikan Priscilla,Hurrikan Priscilla,PER,0.0,0.0,de,1
Bahadur Khadka,Bahadur Khadka,PER,0.0,0.0,de,1
Elmar Theveßen,Elmar Theveßen,PER,1.0,0.0,de,1
Nicole Kidman,Nicole Kidman,PER,0.0,0.0,de,1
Keith Urbans,Keith Urbans,PER,0.0,0.0,de,1
Keith Urban,Keith Urban,PER,-1.0,0.0,de,1
Sullivan Fortner,Sullivan Fortner,PER,0.7,0.0,de,1
Avalanche Treasury Co,Avalanche Treasury Co,PER,0.0,0.0,de,1
Gianfranco Rosi,Gianfranco Rosi,PER,1.0,0.0,de,1
Chad Wallin,Chad Wallin,PER,-0.5,0.0,de,1
Trumps Waffenstillstandsaufruf,Trumps Waffenstillstandsaufruf,PER,0.7,0.0,de,1
Paul Lorskulsint,Paul Lorskulsint,PER,0.0,0.0,de,1
Andrej Babis,Andrej Babis,PER,0.0,0.0,de,1
Elfin Forest,Elfin Forest,PER,0.0,0.0,de,1
Nord-Utah hinwegfegten,Nord-Utah hinwegfegten,PER,0.0,0.0,de,1
Orkantief Detlef,Orkantief Detlef,PER,0.0,0.0,de,1
Brittany Holmgren,Brittany Holmgren,PER,0.0,0.0,de,1
Bill Essayli,Bill Essayli,PER,0.0,0.0,de,1
David Linder,David Linder,PER,0.0,0.0,de,1
Charles Eppard,Charles Eppard,PER,0.0,0.0,de,1
Jeremy Leif,Jeremy Leif,PER,0.0,0.0,de,1
Kim Min-Ha,Kim Min-Ha,PER,0.0,0.0,de,1
Tommy Lee Jones,Tommy Lee Jones,PER,1.0,0.0,de,1
Instagram Reels,Instagram Reels,PER,0.7,0.0,de,1
All-Natural Geoengineering,All-Natural Geoengineering,PER,0.0,0.0,de,1
Frank Herberts Dune,Frank Herberts Dune,PER,0.0,0.0,de,1
Toralf Staud,Toralf Staud,PER,0.0,0.0,de,1
Benjamin von Brackel,Benjamin von Brackel,PER,0.0,0.0,de,1
Joe Bastardi,Joe Bastardi,PER,0.0,0.0,de,1
Tim Cooks,Tim Cooks,PER,-0.15000000000000002,0.0,de,1
Pentagon-Chef Hegseth,Pentagon-Chef Hegseth,PER,-0.7,0.0,de,1
Yannis Kefalogiannis,Yannis Kefalogiannis,PER,0.9,0.0,de,1
Natsuse Yamane,Natsuse Yamane,PER,0.0,0.0,de,1
Katastrophenschutz Waldbrände,Katastrophenschutz Waldbrände,PER,0.35,0.5,de,1
Ministerin Behrens,Ministerin Behrens,PER,0.7,0.0,de,1
Chris Davis,Chris Davis,PER,-1.0,0.0,de,1
Lee Jun-ho,Lee Jun-ho,PER,0.0,0.0,de,1
Amir Khan Muttaqi Indien,Amir Khan Muttaqi Indien,PER,0.0,0.0,de,1
Trumps Gaza-Plan,Trumps Gaza-Plan,PER,0.0,0.0,de,1
Nelson Asofa-Solomona,Nelson Asofa-Solomona,PER,0.0,0.0,de,1
Freitag Schauer,Freitag Schauer,PER,-0.7,0.0,de,1
Jonathan Rinderknech,Jonathan Rinderknech,PER,0.0,0.0,de,1
Sophie Rain,Sophie Rain,PER,0.0,0.0,de,1
Campi Flegrei,Campi Flegrei,PER,0.0,0.0,de,1
Joe Bidens,Joe Bidens,PER,-1.0,0.0,de,1
Kulman Ghising,Kulman Ghising,PER,0.0,0.0,de,1
beliebtestem Zaungewächs,beliebtestem Zaungewächs,PER,0.35,0.5,de,1
Indonesiens Tsunami-Erkennung,Indonesiens Tsunami-Erkennung,PER,0.0,0.0,de,1
Mechi Highway,Mechi Highway,PER,0.0,0.0,de,1
Kapitänin Laura Wolvaardt,Kapitänin Laura Wolvaardt,PER,1.0,0.0,de,1
La Nina,La Nina,PER,-0.7,0.0,de,1
Nippert Stadium,Nippert Stadium,PER,0.0,0.0,de,1
Sturm Jerry,Sturm Jerry,PER,-1.0,0.0,de,1
Marcos Jr,Marcos Jr,PER,0.0,0.0,de,1
Kim Jeffrey,Kim Jeffrey,PER,0.2333333333333333,0.0,de,1
James Bond,James Bond,PER,0.7,0.0,de,1
Sg Kaiduan,Sg Kaiduan,PER,0.0,0.0,de,1
Devlet Bahçeli,Devlet Bahçeli,PER,-0.9,0.0,de,1
Ikon Pass,Ikon Pass,PER,0.0,0.0,de,1
Steven Anaver,Steven Anaver,PER,0.0,0.0,de,1
Michael Beck,Michael Beck,PER,0.0,0.0,de,1
Elon Musk trollt Sean Duffy,Elon Musk trollt Sean Duffy,PER,0.0,0.0,de,1
homophobem Meme,homophobem Meme,PER,0.0,0.0,de,1
Steven Anavers Haus,Steven Anavers Haus,PER,-1.0,0.0,de,1
Brandon Padilla-Aguilera,Brandon Padilla-Aguilera,PER,-1.0,0.0,de,1
Barstow hinwegfegten,Barstow hinwegfegten,PER,-1.0,0.0,de,1
Johanna Wagstaffe,Johanna Wagstaffe,PER,0.0,0.0,de,1
Marina Jurica,Marina Jurica,PER,0.0,0.0,de,1
Zac Builds,Zac Builds,PER,0.0,0.0,de,1
Ruth Asentista,Ruth Asentista,PER,0.0,0.0,de,1
Raymond McKay,Raymond McKay,PER,0.7,0.0,de,1
Washington Post,Washington Post,PER,0.0,0.0,de,1
Alexei Ratmanskys,Alexei Ratmanskys,PER,0.0,0.0,de,1
Paul Johnson,Paul Johnson,PER,0.0,0.0,de,1
Elon Musks,Elon Musks,PER,0.0,0.0,de,1
Naturbasierte Lösungen,Naturbasierte Lösungen,PER,0.0,0.0,de,1
Regenbetriebene Energie,Regenbetriebene Energie,PER,0.0,1.0,de,1
David Holmgren,David Holmgren,PER,1.0,0.0,de,1
Steven Tuck,Steven Tuck,PER,0.3333333333333333,0.0,de,1
Boris Pistorius,Boris Pistorius,PER,0.0,0.0,de,1
Mike Dunleavy,Mike Dunleavy,PER,0.0,1.0,de,1
Oliver Kharraz,Oliver Kharraz,PER,0.0,0.0,de,1
Indiens Planentwurf,Indiens Planentwurf,PER,0.0,0.0,de,1
Wissenschaftler entdecken,Wissenschaftler entdecken,PER,0.0,0.0,de,1
Joel Eisiminger,Joel Eisiminger,PER,0.0,0.0,de,1
et­was hö­her,et­was hö­her,PER,0.0,0.0,de,1
Mat Mowbray,Mat Mowbray,PER,-0.7,0.0,de,1
Barebones Hurricane Laterne,Barebones Hurricane Laterne,PER,0.0,0.0,de,1
Lewotobi Laki-Laki,Lewotobi Laki-Laki,PER,0.7,0.0,de,1
Albert Pinto,Albert Pinto,PER,0.0,1.0,de,1
Hundred Acre Wines,Hundred Acre Wines,PER,1.0,0.0,de,1
Ebenezer Scrooge,Ebenezer Scrooge,PER,0.0,0.0,de,1
Agnieszka Hollands Kafka-Film,Agnieszka Hollands Kafka-Film,PER,0.0,0.0,de,1
Franz K,Franz K,PER,0.0,0.0,de,1
Simon King,Simon King,PER,0.0,0.0,de,1
Klimaexpertin Sabine Minninger,Klimaexpertin Sabine Minninger,PER,0.0,0.0,de,1
Colorados Western Slope,Colorados Western Slope,PER,0.0,0.0,de,1
Apples mutigster,Apples mutigster,PER,0.0,0.0,de,1
Mitch Albom,Mitch Albom,PER,0.0,0.0,de,1
Stürmischer Herbst,Stürmischer Herbst,PER,0.0,0.0,de,1
Harlan Cobens Lazarus,Harlan Cobens Lazarus,PER,0.0,0.0,de,1
Vikramjit Singh Sahney,Vikramjit Singh Sahney,PER,0.0,0.0,de,1
Suzielianna Jonie,Suzielianna Jonie,PER,-0.7,0.0,de,1
FBI-Direktor Kash Patel,FBI-Direktor Kash Patel,PER,0.0,0.0,de,1
Heather Schlitz,Heather Schlitz,PER,0.0,0.0,de,1
Kash Patel,Kash Patel,PER,0.0,0.0,de,1
Philip Pullman,Philip Pullman,PER,1.0,0.0,de,1
Island Airwaves,Island Airwaves,PER,0.0,0.0,de,1
Iceland Airwaves,Iceland Airwaves,PER,0.0,0.0,de,1
Sungai Kaiduan,Sungai Kaiduan,PER,0.0,0.0,de,1
Jamie Lee Curtis,Jamie Lee Curtis,PER,0.0,0.0,de,1
Bethan Ackerley,Bethan Ackerley,PER,0.0,0.0,de,1
Tom Schultz,Tom Schultz,PER,0.0,0.0,de,1
Nathan MacKinnon,Nathan MacKinnon,PER,0.0,0.0,de,1
Vanessa Butler,Vanessa Butler,PER,-0.7,0.0,de,1
Jeffrey Kitingan,Jeffrey Kitingan,PER,0.0,0.0,de,1
vergrabenes Eis,vergrabenes Eis,PER,0.0,0.0,de,1
Nick Schutt,Nick Schutt,PER,-0.7,0.0,de,1
I Datuk Seri,I Datuk Seri,PER,0.0,0.0,de,1
Beatrice von York,Beatrice von York,PER,0.0,0.0,de,1
Eugenie von York,Eugenie von York,PER,0.0,0.0,de,1
Raghav Chaddha Parineeti Chopra,Raghav Chaddha Parineeti Chopra,PER,0.0,0.0,de,1
Will Muir,Will Muir,PER,0.0,0.0,de,1
Raghav Chaddha,Raghav Chaddha,PER,0.7,0.0,de,1
Parineeti Chopra,Parineeti Chopra,PER,0.7,0.0,de,1
Rainer Buchhop,Rainer Buchhop,PER,0.0,0.0,de,1
Clare Balding,Clare Balding,PER,0.0,0.0,de,1
Stephen Fry,Stephen Fry,PER,0.0,0.0,de,1
Paloma Faith,Paloma Faith,PER,0.0,0.0,de,1
Bill Mollison,Bill Mollison,PER,1.0,0.0,de,1
Hungry Paul,Hungry Paul,PER,0.0,0.0,de,1
Heather Humphreys,Heather Humphreys,PER,0.0,1.0,de,1
Paul Stanley,Paul Stanley,PER,0.0,0.0,de,1
Shannon Osaka,Shannon Osaka,PER,0.0,0.0,de,1
Mini Crossword,Mini Crossword,PER,0.7,0.0,de,1
Hakenkreuz „Palästina“,Hakenkreuz „Palästina“,PER,0.0,0.0,de,1
Nazi-Themen pro „Palästina,Nazi-Themen pro „Palästina,PER,0.0,0.0,de,1
2023+Anne Bayefsky,2023+Anne Bayefsky,PER,0.0,0.0,de,1
Monica Showalter,Monica Showalter,PER,0.0,0.0,de,1
Sturm «Bualoi,Sturm «Bualoi,PER,0.7,0.0,de,1
Diane Smith,Diane Smith,PER,0.0,0.0,de,1
Venezuelas Krisen,Venezuelas Krisen,PER,0.0,0.0,de,1
Atreyee Mitra,Atreyee Mitra,PER,0.7,0.0,de,1
Sukhdeva Singh,Sukhdeva Singh,PER,0.0,0.0,de,1
Robbie Corey-Boulet,Robbie Corey-Boulet,PER,0.0,0.0,de,1
Alassane Ouattaras,Alassane Ouattaras,PER,0.0,0.0,de,1
Luke Rogers,Luke Rogers,PER,0.0,0.0,de,1
Joan Didion,Joan Didion,PER,0.7,0.0,de,1
Ralph Cad,Ralph Cad,PER,0.0,0.0,de,1
Gene Simmons,Gene Simmons,PER,0.0,0.0,de,1
Nicholas Day,Nicholas Day,PER,1.0,0.0,de,1
Garret Gray,Garret Gray,PER,0.0,0.0,de,1
halbmondförmiger Mund,halbmondförmiger Mund,PER,1.0,0.0,de,1
Apple-Rezension Nr,Apple-Rezension Nr,PER,0.0,0.0,de,1
David Schechter,David Schechter,PER,0.0,0.0,de,1
Vivian McCall,Vivian McCall,PER,0.0,0.0,de,1
Bruce Harrell,Bruce Harrell,PER,0.0,0.0,de,1
Dalton Stewart,Dalton Stewart,PER,0.0,0.0,de,1
Montreals Methan,Montreals Methan,PER,0.0,0.0,de,1
Ranji Trophy,Ranji Trophy,PER,0.0,0.0,de,1
Meghalaya vs,Meghalaya vs,PER,0.0,0.0,de,1
David Rockwells,David Rockwells,PER,0.0,0.0,de,1
Nicholas Spada,Nicholas Spada,PER,0.0,1.0,de,1
Unterkühlter Wanderer,Unterkühlter Wanderer,PER,-0.7,0.0,de,1
Daniel Wolfe,Daniel Wolfe,PER,0.0,0.0,de,1
John Muyskens,John Muyskens,PER,0.0,0.0,de,1
Videos von US-Angriffen,Videos von US-Angriffen,PER,0.0,0.0,de,1
Jane Burston,Jane Burston,PER,0.7,0.0,de,1
Maach Bhaat,Maach Bhaat,PER,1.0,0.0,de,1
West-Nusa Tenggara,West-Nusa Tenggara,PER,0.0,0.0,de,1
Winterflucht Teneriffa,Winterflucht Teneriffa,PER,0.0,1.0,de,1
Carter Vigh,Carter Vigh,PER,0.0,0.0,de,1
Anfänglicher Nebel,Anfänglicher Nebel,PER,0.0,0.0,de,1
Ryu Spaeth,Ryu Spaeth,PER,0.0,0.0,de,1
Rick Thoman,Rick Thoman,PER,-0.7,0.0,de,1
Michael McCown,Michael McCown,PER,0.0,0.0,de,1
Waldverlust Dürre,Waldverlust Dürre,PER,0.7,0.0,de,1
Durchzug von Tropensturm,Durchzug von Tropensturm,PER,0.0,0.0,de,1
Gus Lamont,Gus Lamont,PER,-0.7,0.0,de,1
Angela Denoke,Angela Denoke,PER,-1.0,0.0,de,1
"Supertaifun ""Ragasa","Supertaifun ""Ragasa",PER,0.0,0.0,de,1
Jesse Fox,Jesse Fox,PER,0.7,0.0,de,1
Heather Camacho,Heather Camacho,PER,0.7,0.0,de,1
Prabowo Subiantos,Prabowo Subiantos,PER,0.8500000000000001,0.0,de,1
David Rosner,David Rosner,PER,0.0,0.0,de,1
Gerald Markowitz,Gerald Markowitz,PER,0.0,0.0,de,1
Nebel morgens,Nebel morgens,PER,0.0,1.0,de,1
Karol Nawrocki,Karol Nawrocki,PER,0.0,0.0,de,1
Jessica Wildfire,Jessica Wildfire,PER,0.7,0.0,de,1
Ange Postecoglou,Ange Postecoglou,PER,1.0,0.0,de,1
Heiße Winterflucht-Deals,Heiße Winterflucht-Deals,PER,0.7,0.0,de,1
Ronalyn Balindan,Ronalyn Balindan,PER,0.0,0.0,de,1
Politico eingesehene Chatverlauf,Politico eingesehene Chatverlauf,PER,0.0,0.0,de,1
Einwohner Floridas,Einwohner Floridas,PER,0.0,0.0,de,1
Rich Rodrigue,Rich Rodrigue,PER,0.0,0.0,de,1
Anders Fridén,Anders Fridén,PER,-1.0,0.0,de,1
Vlad Duthiers,Vlad Duthiers,PER,0.0,0.0,de,1
Experten sagen,Experten sagen,PER,0.0,0.0,de,1
Laura Wolvaardt,Laura Wolvaardt,PER,1.0,0.0,de,1
Tazmin Brits,Tazmin Brits,PER,1.0,0.0,de,1
Richard Garriot,Richard Garriot,PER,0.0,0.0,de,1
Owen Garriot,Owen Garriot,PER,0.0,0.0,de,1
Mini Cooper S,Mini Cooper S,PER,0.0,0.0,de,1
Kelly Family,Kelly Family,PER,0.0,0.0,de,1
Sabihullah Mudschahid,Sabihullah Mudschahid,PER,-0.5,0.5,de,1
